CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
867224107,SU,SUNCOR ENERGY INC NEW,3830,-2119,253.2K,-140.09K,-35.6%,0.21%
Y2065G121,DHT,DHT HOLDINGS INC,0,-11644,0,-142.17K,CLOSE,0%
35953D104,FUBO,FUBOTV INC,0,-56550,0,-142.51K,CLOSE,0%
00766T100,ACM,AECOM,2973,-1686,252.17K,-143.01K,-36.2%,0.21%
67079K100,SMR,NUSCALE PWR CORP,0,-10134,0,-143.6K,CLOSE,0%
30260D103,FIGS,FIGS INC,0,-12933,0,-146.92K,CLOSE,0%
03064D108,COLD,AMERICOLD REALTY TRUST INC,0,-11509,0,-148.01K,CLOSE,0%
65340P106,NXE,NEXGEN ENERGY LTD,0,-16971,0,-156.13K,CLOSE,0%
87918A105,TDOC,TELADOC HEALTH INC,0,-22913,0,-160.39K,CLOSE,0%
18452B209,CLSK,CLEANSPARK INC,0,-16247,0,-164.42K,CLOSE,0%
88025U109,TXG,10X GENOMICS INC,0,-10213,0,-166.57K,CLOSE,0%
74347G440,BITO,PROSHARES TR,0,-13770,0,-167.44K,CLOSE,0%
349942102,FVI,FORTUNA MNG CORP,12290,-17007,122.04K,-168.88K,-58.1%,0.1%
67098H104,OI,O-I GLASS INC,0,-11927,0,-176.04K,CLOSE,0%
35952H700,FCEL,FUELCELL ENERGY INC,0,-24233,0,-177.14K,CLOSE,0%
447011107,HUN,HUNTSMAN CORP,0,-17737,0,-177.37K,CLOSE,0%
92333F101,VG,VENTURE GLOBAL INC,0,-26097,0,-177.98K,CLOSE,0%
00165C302,AMC,AMC ENTMT HLDGS INC,0,-115034,0,-179.45K,CLOSE,0%
86633R609,DVLT,DATAVAULT AI INC,0,-275734,0,-179.81K,CLOSE,0%
74767V109,QS,QUANTUMSCAPE CORP,25820,-28226,164.73K,-180.08K,-52.2%,0.14%
443201108,HWM,HOWMET AEROSPACE INC,995,-792,229.31K,-182.52K,-44.3%,0.19%
639057207,NWG,NATWEST GROUP PLC,0,-10482,0,-183.44K,CLOSE,0%
76200L309,RZLT,REZOLUTE INC,0,-77848,0,-183.72K,CLOSE,0%
444097406,HPP,HUDSON PAC PPTYS INC,0,-17103,0,-185.22K,CLOSE,0%
83089J108,SKYT,SKYWATER TECHNOLOGY INC,0,-10294,0,-186.94K,CLOSE,0%
68634K106,ORLA,ORLA MNG LTD NEW,0,-14512,0,-195.48K,CLOSE,0%
60770K107,MRNA,MODERNA INC,0,-6799,0,-200.5K,CLOSE,0%
07317Q105,BTE,BAYTEX ENERGY CORP,0,-62169,0,-200.81K,CLOSE,0%
74164F103,PRIM,PRIMORIS SVCS CORP,0,-1619,0,-200.98K,CLOSE,0%
26210C104,DBX,DROPBOX INC,0,-7237,0,-201.19K,CLOSE,0%
020764106,AMR,ALPHA METALLURGICAL RESOUR I,0,-1010,0,-201.88K,CLOSE,0%
90384S303,ULTA,ULTA BEAUTY INC,0,-334,0,-202.07K,CLOSE,0%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,0,-788,0,-202.7K,CLOSE,0%
92826C839,V,VISA INC,0,-580,0,-203.41K,CLOSE,0%
69370C100,PTC,PTC INC,0,-1171,0,-204K,CLOSE,0%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,0,-8516,0,-204.55K,CLOSE,0%
681919106,OMC,OMNICOM GROUP INC,0,-2542,0,-205.27K,CLOSE,0%
86562M209,SMFG,SUMITOMO MITSUI FINL GROUP I,0,-10638,0,-205.63K,CLOSE,0%
032095101,APH,AMPHENOL CORP NEW,0,-1522,0,-205.68K,CLOSE,0%
366505105,GTX,GARRETT MOTION INC,0,-11805,0,-205.76K,CLOSE,0%
03823U102,AAOI,APPLIED OPTOELECTRONICS INC,0,-5938,0,-207K,CLOSE,0%
00751Y106,AAP,ADVANCE AUTO PARTS INC,0,-5289,0,-207.86K,CLOSE,0%
G0450A105,ACGL,ARCH CAP GROUP LTD,0,-2180,0,-209.11K,CLOSE,0%
780087102,RY,ROYAL BK CDA,0,-1228,0,-209.36K,CLOSE,0%
02390A101,AMX,AMERICA MOVIL SAB DE CV,0,-10163,0,-210.07K,CLOSE,0%
126402106,CSW,CSW INDUSTRIALS INC,0,-717,0,-210.46K,CLOSE,0%
03073E105,COR,CENCORA INC,0,-628,0,-212.11K,CLOSE,0%
71722W107,PHAT,PHATHOM PHARMACEUTICALS INC,0,-12879,0,-213.66K,CLOSE,0%
G7496G103,RNR,RENAISSANCERE HLDGS LTD,0,-760,0,-213.68K,CLOSE,0%
443628102,HBM,HUDBAY MINERALS INC,0,-10773,0,-213.84K,CLOSE,0%
693718108,PCAR,PACCAR INC,0,-1958,0,-214.42K,CLOSE,0%
02553E106,AEO,AMERICAN EAGLE OUTFITTERS IN,0,-8138,0,-214.6K,CLOSE,0%
04271T100,ARRY,ARRAY TECHNOLOGIES INC,0,-23317,0,-214.98K,CLOSE,0%
438128308,HMC,HONDA MOTOR LTD,0,-7320,0,-215.79K,CLOSE,0%
113004105,BAM,BROOKFIELD ASSET MANAGMT LTD,0,-4120,0,-215.85K,CLOSE,0%
92839U206,VC,VISTEON CORP,0,-2273,0,-216.16K,CLOSE,0%
92337R101,VERA,VERA THERAPEUTICS INC,0,-4286,0,-217.04K,CLOSE,0%
75960P104,RELY,REMITLY GLOBAL INC,0,-15792,0,-217.93K,CLOSE,0%
G87052109,TEL,TE CONNECTIVITY PLC,0,-963,0,-219.09K,CLOSE,0%
829073105,SSD,SIMPSON MFG INC,0,-1362,0,-219.92K,CLOSE,0%
974155103,WING,WINGSTOP INC,0,-932,0,-222.27K,CLOSE,0%
85472N109,STN,STANTEC INC,0,-2356,0,-222.31K,CLOSE,0%
415858109,HROW,HARROW INC,0,-4544,0,-222.66K,CLOSE,0%
724078100,PIPR,PIPER SANDLER COMPANIES,0,-656,0,-222.85K,CLOSE,0%
063671101,BMO,BANK MONTREAL QUE,0,-1739,0,-225.71K,CLOSE,0%
44952J104,CRGY,CRESCENT ENERGY COMPANY,0,-26935,0,-225.99K,CLOSE,0%
89055F103,BLD,TOPBUILD CORP,0,-543,0,-226.53K,CLOSE,0%
759509102,RS,RELIANCE INC,0,-787,0,-227.34K,CLOSE,0%
19239V302,CCOI,COGENT COMMUNICATIONS HLDGS,0,-10710,0,-230.91K,CLOSE,0%
02462A104,ABTC,AMERICAN BITCOIN CORP.,53904,-250628,49.83K,-231.68K,-82.3%,0.04%
453038408,IMO,IMPERIAL OIL LTD,0,-2695,0,-232.61K,CLOSE,0%
008073108,AVAV,AEROVIRONMENT INC,0,-962,0,-232.7K,CLOSE,0%
92276F100,VTR,VENTAS INC,0,-3012,0,-233.07K,CLOSE,0%
92537N108,VRT,VERTIV HOLDINGS CO,0,-1439,0,-233.13K,CLOSE,0%
626755102,MUSA,MURPHY USA INC,0,-578,0,-233.24K,CLOSE,0%
703481101,PTEN,PATTERSON-UTI ENERGY INC,0,-38385,0,-234.53K,CLOSE,0%
595112103,MU,MICRON TECHNOLOGY INC,0,-827,0,-236.03K,CLOSE,0%
25459W862,SPXL,DIREXION SHS ETF TR,0,-1071,0,-236.27K,CLOSE,0%
