CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
443573100,HUBS,HUBSPOT INC,0,-12310,0,-4.94M,CLOSE,0%
46571Y107,IIIV,I3 VERTICALS INC,870051,-223711,19.45M,-5M,-20.5%,0.01%
163086101,CHEF,CHEFS WHSE INC,612536,-89592,36.42M,-5.33M,-12.8%,0.03%
978097103,WWW,WOLVERINE WORLD WIDE INC,575048,-328753,9.38M,-5.37M,-36.4%,<.01%
922042742,VT,VANGUARD INTL EQUITY INDEX F,8802,-39479,1.22M,-5.46M,-81.8%,<.01%
46625H100,JPM,JPMORGAN CHASE & CO,1383648,-19486,407.01M,-5.73M,-1.4%,0.28%
398433102,GFF,GRIFFON CORP,248407,-80024,18.05M,-5.82M,-24.4%,0.01%
G52441105,KMTS,KESTRA MED TECHNOLOGIES LTD,0,-219355,0,-5.82M,CLOSE,0%
422806109,HEI,HEICO CORP NEW,67149,-21498,18.41M,-5.89M,-24.3%,0.01%
903002103,UMH,UMH PPTYS INC,933034,-422566,13.46M,-6.1M,-31.2%,<.01%
61945C103,MOS,MOSAIC CO NEW,0,-267722,0,-6.45M,CLOSE,0%
099406100,BOOT,BOOT BARN HLDGS INC,248590,-47503,36.38M,-6.95M,-16%,0.03%
875372203,TNDM,TANDEM DIABETES CARE INC,1658448,-362928,31.79M,-6.96M,-18%,0.02%
50180M108,LBRX,LB PHARMACEUTICALS INC,538216,-283636,13.27M,-6.99M,-34.5%,<.01%
55336V100,MPLX,MPLX LP,545070,-125257,31.11M,-7.15M,-18.7%,0.02%
G98239109,XP,XP INC,1357313,-381576,25.84M,-7.27M,-21.9%,0.02%
008474108,AEM,AGNICO EAGLE MINES LTD,236651,-35997,48.04M,-7.31M,-13.2%,0.03%
75524B104,RBC,RBC BEARINGS INC,179339,-13606,97.4M,-7.39M,-7.1%,0.07%
84265V105,SCCO,SOUTHERN COPPER CORP,381089,-43085,65.57M,-7.41M,-10.2%,0.05%
45784P101,PODD,INSULET CORP,70117,-35395,14.71M,-7.43M,-33.5%,0.01%
743315103,PGR,PROGRESSIVE CORP,0,-33268,0,-7.58M,CLOSE,0%
78351F107,RYAN,RYAN SPECIALTY HOLDINGS INC,85994,-225150,2.9M,-7.6M,-72.4%,<.01%
566324109,MMI,MARCUS & MILLICHAP INC,0,-280730,0,-7.66M,CLOSE,0%
79589L106,IOT,SAMSARA INC,747898,-245458,23.7M,-7.78M,-24.7%,0.02%
